hour,kind,name,from_w,to_w,loading_percent,p_from_mw
h_14,line,69 kV Sosúa 2 – Sabaneta de Yásica_c,WXASOF,WXSOSF,18.082219848839216,14.822548809230998
h_14,line,69 kV Playa Dorada – Sosúa 2_b,WXAPPF,WXSO1F,30.985316471494023,17.793066761494064
h_14,line,69 kV Playa Dorada – Sosúa 2_a,WPDORF,WXAPPF,34.65088078608803,22.9889102397688
h_14,line,69 kV Derivación Caribbean Ind Park,WXPICF,WCIPAF,3.832520353287346,1.222162338731097
h_14,line,69 kV Derivación Maimón,WXMAIF,WMAIMF,28.53400067719451,12.5055276002038
h_14,line,69 kV SFM – El Chivo_b,WXECHF,WECHIF,30.365827204910996,22.289293114140975
h_14,line,69 kV Derivación Grupo Ramos SFM,WGRSFF,WXGRSF,1.2533605588258268,-0.5179949659386774
h_14,line,69 kV Derivación CODAL,WXCDLF,WCODAF,1.962181080252913,0.8300475835738567
h_14,line,69 kV Pimentel – SFM_b,WXGRSF,WXCDLF,28.861768109343387,20.7783841777914
h_14,line,69 kV Pimentel – SFM_c,WSFMAF,WXGRSF,29.40240180590911,21.368375883448852
h_14,line,69 kV Pimentel – Abanico_a,WPIMEF,WXPIMF,25.576636907151478,12.575641764707596
h_14,line,69 kV Pimentel – Abanico_b,WXPIMF,WAPERF,18.49523461649074,12.555096258669659
h_14,line,69 kV Hatillo – Pimentel_b,WXCOTF,WXTC2F,16.179801549198512,-2.92739823674997
h_14,line,69 kV Bonao 2 – Hatillo_e,WXCORF,WXLLAF,22.552129904818884,16.73296281545797
h_14,line,69 kV Bonao 2 – Hatillo_d,WXMAIF,WXCORF,30.03202399035206,23.08254743098223
h_14,line,69 kV Bonao 2 – Hatillo_c,WXLCBF,WXMAIF,45.65366720102466,35.85778059486029
h_14,line,69 kV Derivación La Cumbre Bonao_a,WXLCBF,WXRARF,6.54308613562278,2.8891209784316283
h_14,line,69 kV Nagua 2 – Payita,WPAYIF,WNAG2F,12.25959520005411,-3.1587980906548268
h_14,line,69 kV La Vega – Constanza_a,WLVEGF,WXJIMF,22.59688675526455,17.201248872829154
h_14,line,69 kV La Vega – Constanza_e,WCONSF,WXTIRF,31.545377540051756,-5.11378891003037
h_14,line,69 kV Canabacoa – La Vega Generadora_d,WXZLVF,WGVEGF,41.123864603641415,27.827266667658947
h_14,line,69 kV Canabacoa – La Vega Generadora_c,WXZLVF,WXLPEF,45.657142838918475,-31.238193067388575
h_14,line,69 kV Canabacoa – La Vega Generadora_b,WXLPEF,WXCTAF,63.692650321671366,-45.198763395678036
h_14,line,69 kV La Vega – Constanza_b,WXJIMF,WXPBAF,29.389884005267746,9.082218410751025
h_14,line,69 kV La Vega – SFM_a,WLVEGF,WXLVPF,21.420356132582032,10.95621689761776
h_14,line,69 kV Derivación Bonao,WXBONF,WBONAF,9.787831228781823,3.531838170525916
h_14,line,69 kV ZF Dos Ríos – Bonao PER_b,WXBPEF,WXBONF,72.54105799043587,31.389296596218593
h_14,line,69 kV Derivación ZF Dos Ríos,WXLMAF,WXBPEF,9.123731333588045,-3.599642987347202
h_14,line,69 kV La Vega – Constanza_c,WXPBAF,WXERIF,28.687038185302487,8.516124326421396
h_14,line,69 kV La Vega – Cervecería Vegana,WCVEGF,WLVEGF,4.059880976542591,-1.2657217318937124
h_14,line,69 kV Derivación Moca,WXCTAF,WMOCAF,23.74378049599831,17.223895749319556
h_14,line,69 kV Derivación Rincón,WXRICF,WRINCF,3.010738986906314,0.0019375800361434879
h_14,line,69 kV Derivación Fantino_a,WXRICF,WXRINF,23.014158936606634,-9.684384367266082
h_14,line,69 kV Derivación Hospital Juan Bosch,WXHJBF,WHJBOF,1.358979844181517,0.5302705743904094
h_14,line,69 kV Bonao 2 – La Vega_d,WXHJBF,WXIDAF,31.128627668586056,23.23426911423332
h_14,line,69 kV Bonao 2 – La Vega_e,WXIDAF,WLVEGF,30.445395359187167,22.557057892405467
h_14,line,69 kV Bonao 2 – La Vega_c,WXHJBF,WXRINF,31.718911988183628,-23.764539688625728
h_14,line,69 kV ZF Dos Ríos – Bonao PER_a,WDRIOF,WXBPEF,44.40033548641422,35.06820554905567
h_14,line,69 kV La Vega – SFM_b,WXLVPF,WXAHMF,16.044015031683518,-1.548156388389468
h_14,line,69 kV Derivación Acueducto Hnas Mirabal,WXAHMF,WAHMIF,2.124740978682564,0.9361405827738511
h_14,line,69 kV La Vega – SFM_c,WXCENF,WXAHMF,16.565011750242416,2.553923797193171
h_14,line,69 kV Derivación CENOVI,WCENOF,WXCENF,18.76727497698925,-7.88214081787387
h_14,line,69 kV La Vega – Constanza_d,WXERIF,WXTIRF,33.85359598035292,7.094598575029516
h_14,line,69 kV Derivación Jarabacoa,WXJIMF,WJARAF,29.300315060051734,12.398118205664657
h_14,line,69 kV Imbert 2 – Puerto Plata 2_b,WXIM2F,WPP21F,32.89682073988472,-20.45679035514488
h_14,line,69 kV Pimentel – SFM_a,WXCDLF,WPIMEF,28.03230860734962,19.905846424890033
h_14,line,69 kV Canabacoa – Playa Dorada_e,WPDORF,WXPGAF,15.26666113065942,2.8475471548593787
h_14,line,69 kV Derivación E León Jiménez_c,WXZLIF,WXPPRF,5.629085529234786,2.2105004389490497
h_14,line,69 kV Derivación Acueducto Quinigua,WAQUIF,WXEBQF,0.9382422126589941,-0.2845564387693877
h_14,line,69 kV Canabacoa – Playa Dorada_d,WXPGAF,WXZGUF,15.30677606559315,2.269647478614987
h_14,line,69 kV Derivación Pedro García,WXPGAF,WPGARF,1.3178398756532412,0.5438683713357503
h_14,line,69 kV Canabacoa – Playa Dorada_a,WCANAF,WXLICF,41.90338964511851,18.126889712093934
h_14,line,69 kV Nagua 2 – Nagua,WNAGUF,WNAG2F,24.605889942798544,-18.309415975188106
h_14,line,69 kV Bonao 2 – Pinalito,WPINAF,WBO21F,15.7691746974991,-0.35128313606650796
h_14,line,69 kV Bonao 2 – Hatillo_a,WBO21F,WXB21F,49.32292277793547,39.21876518931567
h_14,line,69 kV Bonao 2 – Hatillo_b,WXB21F,WXLCBF,49.32416409164861,39.01313111767814
h_14,line,69 kV Bonao 2 – Río Blanco,WRBLAF,WBO21F,16.292584428588608,9.3062270218766
h_14,line,69 kV Bonao 2 – ZF Dos Ríos,WDRIOF,WBO21F,25.120772698518806,-39.50779466871289
h_14,line,69 kV Canabacoa – Cementos Cibao_a,WCANAF,WXTROF,46.806702643867816,15.062254725464081
h_14,line,69 kV Canabacoa – Cementos Cibao_b,WXTROF,WXPICF,44.4315300618574,14.289505357647483
h_14,line,69 kV Canabacoa – Unión Médica_a,WXPVOF,WXHMSF,29.034615051200046,12.032841029259995
h_14,line,69 kV Canabacoa – La Vega Generadora_a,WXCTAF,WCANAF,87.63146121799097,-62.538564182527864
h_14,line,69 kV Navarrete – ZF Santiago_e,WZSA1F,WXZPIF,41.40176436387751,32.54285450398761
h_14,line,69 kV Bonao 2 – Hatillo_f,WHATIF,WXLLAF,22.626431269197994,-16.45731776612243
h_14,line,69 kV Derivación Arroz Bisonó,WABISF,WXABIF,0.603316571425836,-0.2356199999955456
h_14,line,69 kV Derivación CORMIDOM,WXCORF,WXCO2F,14.402622408159434,6.306627544291802
h_14,line,69 kV Derivación Brazo Derecho,WXBDEF,WBDERF,0.8747957968596525,0.007365336450302188
h_14,line,69 kV Derivación INDAL,WIDALF,WXIDAF,0.8995938427336392,-0.6538347269947193
h_14,line,69 kV Imbert 2 – Luperón,WIMB2F,WLUPEF,6.941395441463838,5.275588225727533
h_14,line,69 kV Puerto Plata – Puerto Plata 2,WPPLAF,WPP21F,64.15631940376774,-53.06952760344538
h_14,line,69 kV Derivación Fantino_c,WXRNUF,WFANTF,6.173635600143578,4.696019999050781
h_14,line,69 kV CZFI Santiago – SAJOMA_e,WXFOCF,WXACIF,10.243654181832845,8.1744893802963
h_14,line,69 kV Derivación Troquelados Dominicanos,WXTROF,WTROQF,2.4267149012155342,0.7615912577278279
h_14,line,69 kV Canabacoa – Cementos Cibao_c,WXPICF,WCCIBF,28.327968407845212,13.036313145244764
h_14,line,69 kV Imbert 2 – Navarrete_e,WXNA2F,WXNAVF,21.663692016789003,-7.107855822874162
h_14,line,69 kV La Vega – SFM_d,WXCENF,WSFMAF,25.23107335641329,-10.443277442881483
h_14,line,69 kV SFM – El Chivo_a,WXECHF,WSFMAF,30.3564851475837,-22.289293114142257
h_14,line,69 kV  Derivación Ferretería Ochoa,WFOCHF,WXFOCF,0.9380409806088458,-0.38434376497814216
h_14,line,69 kV Derivación ZF La Vega,WZLVEF,WXZLVF,7.565130314035788,-3.41081976526049
h_14,line,69 kV ZF Dos Ríos – Bonao PER_c,WBPERF,WXBONF,64.64166002322695,-27.624920960292858
h_14,line,69 kV Navarrete – ZF Santiago_a,WNAVAF,WXOLVF,26.771251586755223,-18.089802626766478
h_14,line,69 kV Playa Dorada – Puerto Plata_b,WPPLAF,WXPPEF,42.79285070096012,34.38256194453405
h_14,line,69 kV Playa Dorada – Puerto Plata_a,WXPPEF,WPDORF,37.35658493669747,29.18089448771418
h_14,line,69 kV Derivación Baltimore Domincana_b,WBALDF,WXEANF,2.0183437887494295,-0.8949518821704687
h_14,line,69 kV Derivación Art Piel Favoritos,WAPFAF,WXOC2F,0.9536926404790125,-0.3427327629993278
h_14,line,69 kV CZFI Santiago – SAJOMA_c,WXOC2F,WXAPFF,19.52878390346586,-8.90973974399116
h_14,line,69 kV Derivación Baltimore Domincana_a,WXAPFF,WXEANF,3.119492461903757,1.3634913985119654
h_14,line,69 kV Canabacoa – Unión Médica_b,WXVOLF,WXHMSF,24.98231722571691,-10.250697148106722
h_14,line,69 kV Navarrete – ZF Santiago_d,WXZPIF,WXEBQF,40.43994209450244,31.715261015608085
h_14,line,69 kV La Vega – La Vega Generadora_a,WXINDF,WLVEGF,31.151799008184366,24.130812119324535
h_14,line,69 kV La Vega – La Vega Generadora_b,WXINDF,WGVEGF,32.19837237303682,-25.039582119325676
h_14,line,69 kV Imbert 2 – Puerto Plata 2_a,WIMB2F,WXIM2F,28.1853377839833,-20.453614426944828
h_14,line,69 kV Imbert 2 – Navarrete_c,WXIMBF,WXNAVF,13.571678536024184,7.1714337168012925
h_14,line,69 kV Hatillo – Pimentel_d,WXCOTF,WHATIF,27.167090968018957,-21.1335449792807
h_14,line,69 kV Hatillo – Pimentel_c,WXTC2F,WPIMEF,9.209400494967108,-2.94123887397696
h_14,line,69 kV Bonao 2 – FALCONDO,WFALCF,WBO21F,0.06085232711571819,-3.94713071196384e-13
h_14,line,69 kV Derivación Fantino_b,WXRICF,WXRNUF,23.460693418662814,9.68244678723072
h_14,line,69 kV Imbert 2 – Navarrete_a,WXIM3F,WIMB2F,21.525957851173523,-15.176173806888333
h_14,line,69 kV Imbert 2 – Navarrete_b,WXIM3F,WXIMBF,25.12931331150351,15.176173806882279
h_14,line,69 kV Sosúa 2 – Sabaneta de Yásica_b,WXSO2F,WXASOF,21.559207955955003,17.7475830552098
h_14,line,69 kV Playa Dorada – Sosúa 2_c,WXSO1F,WSOS2F,30.943068058914484,17.75195376621878
h_14,line,69 kV Sosúa 2 – Sabaneta de Yásica_a,WSOS2F,WXSO2F,21.553126641611193,17.749010921774122
h_14,line,69 kV Derivación La Cumbre Bonao_b,WXRARF,WLCBOF,2.83875288080425,1.1376414558040846
h_14,line,69 kV Derivación Plaza Santiago Center_a,WUMEDF,WPSCEF,0.6194088798665041,0.4475614913397058
h_14,line,69 kV Bonao 2 – La Vega_b,WXRINF,WXLMAF,43.57603527153713,-33.652733690099865
h_14,line,69 kV Bonao 2 – La Vega_a,WBO21F,WXLMAF,38.82035379297653,30.789351095581345
h_14,line,69 kV Derivación Rancho Arriba,WRARRF,WXRARF,4.0978928351357045,-1.745837210999933
h_14,trafo,69/20 kV Transformador Monte Plata Solar,WMPSOF,WMPSOK,0.0,0.0
h_14,trafo,69/13.8 kV Transformador Palamara Grupo3,WGPALF,WPAL3K,9.148766819839603,0.17487223242884345
h_14,trafo,69/13.8 kV Transformador Palamara Grupo2,WGPALF,WPAL2K,19.049791223619287,0.5138261816346151
h_14,trafo,69/13.8 kV Transformador Palamara Grupo1,WGPALF,WPAL1K,9.40396359741145,1.010443790890437
h_14,trafo,69/12.5 kV INCA km 22 T2,WINCAF,WINCAK,35.725626752055426,4.313738969689978
h_14,trafo,66/13.8 kV Transformador EDM3,WEMA3F,WEM32K,5.901338695015389,0.6703989217977367
h_14,trafo,69/34.5 kV Transformador Mata de Palma,WMPALF,WMPALK,0.0,0.0
h_14,trafo,69/34.5 kV Transformador Martí,WMARTF,WMARTK,0.0,0.0
h_14,trafo,69/13.8 kV Transformador Maranatha,WMARAF,WMARAK,0.0,0.0
h_14,trafo,69/12.5 kV INCA km 22 T1,WINCAF,WINCAK,40.140759120952026,2.3851539551177594
h_14,trafo,345/138 kV Transformador 1 Julio Sauri,WJSA1D,WJSA1E,26.460110176268508,150.6228841599623
h_14,trafo,345/138 kV Transformador 2 Julio Sauri,WJSA1D,WJSA1E,26.460110176268508,150.6228841599623
h_14,trafo,345/138 kV Transformador 2 El Naranjo,WNAR3D,WNAR1E,35.841983441268205,161.96222793021477
h_14,trafo,345/138 kV Transformador 1 El Naranjo,WNAR3D,WNAR1E,35.841983441268205,161.96222793021477
h_14,trafo,230/13.8 kV Transformador Quisqueya 2 G1,WQU21D,WQU21K,5.232632832993997,0.9469012913369074
h_14,trafo,230/13.8 kV Transformador Quisqueya 2 G2,WQU21D,WQU22K,5.232632832993997,0.9469012913369074
h_14,trafo,230/13.8 kV Transformador Quisqueya 2 G3,WQU21D,WQU23K,5.171607333976553,0.6225276989322549
h_14,trafo,230/13.8 kV Transformador Q1 San Pedro,WQU21D,WQ1SPK,5.225961264592035,0.9123763454920358
h_14,trafo,230/13.8 kV Transformador Quisqueya 1 G2,WQU21D,WQU12K,5.232632832993997,0.9469012913369074
h_14,trafo,230/13.8 kV Transformador Quisqueya 1 G3,WQU21D,WQU13K,5.225766533795897,1.0644389156260567
h_14,trafo,230/34.5 kV Transformador 1 PVDC,WPVDCD,WPVD1K,6.824373587411747,0.003021225500311182
h_14,trafo,230/34.5 kV Transformador 2 PVDC,WPVDCD,WPVD2K,6.824373587411747,0.003021225500311182
h_14,trafo,345/22 kV Transformador Punta Catalina 1,WPCA1D,WPCA1K,46.691587890464746,-197.4397557885797
h_14,trafo,345/22 kV Transformador Punta Catalina 2,WPCA1D,WPCA2K,60.92721673368209,-262.2549411877591
h_14,trafo,345/230 kV Transformador 2 Bonao 3,WBO31D,WXBO2D,51.56292908368383,156.6627063597737
h_14,trafo,230/138 kV Transformador 2 Bonao 3,WXBO2D,WBO31E,12.751747118104165,22.92350105250155
h_14,trafo,345/138 kV Transformador 1 Guerra,WGUE2D,WGUERE,15.708709923982363,-55.351615366944586
h_14,trafo,345/138 kV Transformador 2 Guerra,WGUE2D,WGUERE,15.708709923982363,-55.351615366944586
h_14,trafo,138/13.8 kV Transformador Sultana Este 1,WSESTE,WSES1K,10.209216897994812,0.0052114054835086685
h_14,trafo,138/69 kV Transformador La Romana,WLROME,WLROMF,55.169156905805735,53.630829431531545
h_14,trafo,138/13.8 kV Transformador CESPM 3,WSP2CE,WCES3K,5.952448785502643,2.114376017483541
h_14,trafo,138/13.8 kV Transformador CESPM 2,WSP2CE,WCES2K,7.485055290977592,2.11613649547937
h_14,trafo,138/13.8 kV Transformador CESPM 1,WSP2CE,WCES1K,7.485055290977592,2.11613649547937
h_14,trafo,138/13.8 kV Transformador ENERGAS 4 TG,WSP2CE,WXEN4K,7.51662616512718,0.8779429237232855
h_14,trafo,138/13.8 kV Transformador ENERGAS 4 TV,WSP2CE,WXEV4K,8.659801897367245,0.03145355261342433
h_14,trafo,138/13.8 kV Transformador CEMEX,WCEMEE,WCEMEK,32.09541722213553,12.557604358045706
h_14,trafo,138/13.8 kV Trafo 2 CEMEX 40 MVA,WCEMEE,WCEMEK,24.22700769479379,9.42837061332852
h_14,trafo,138/34.5 kV Transformador PF Cumayasa 1,WCUMAE,WXCU1K,0.5055597353730386,0.03578588532741718
h_14,trafo,138/34.5 kV Transformador PF Cumayasa 2,WCUMAE,WXCU2K,0.5055597353730386,0.03578588532741718
h_14,trafo,138/34.5 kV Transformador PF Cumayasa 4,WCUMAE,WXCU4K,0.5055597353730386,0.03578588532741718
h_14,trafo,138/12.47 kV Transformador Los Orígenes,WLORIE,WLORIK,21.05767945820139,0.10416975112870876
h_14,trafo,138/13.8 kV Transformador SP Bio-Energy,WSPBEE,WSPB1K,29.96607017074947,0.8211254698902467
h_14,trafo,138/69 kV Transformador SPM,WSPMAE,WSPM1F,65.16928069260453,81.0626884548133
h_14,trafo,138/69 kV Transformador Hato Mayor 2,WHMA2E,WHMA2F,30.640797758100813,22.673307003157856
h_14,trafo,138/34.5 kV Transformador PS El Soco,WESOCE,WXESOK,0.0,0.0
h_14,trafo,138/34.5 kV Cotoperí T1,WCOTAE,WCSO1K,0.0,0.0
h_14,trafo,138/34.5 kV Cotoperí T2,WCOTAE,WCSO2K,0.0,0.0
h_14,trafo,138/34.5 kV Cotoperí T3,WCOTAE,WCSO3K,0.0,0.0
h_14,trafo,138/34.5 kV Transformador PF Coastal T1,WCOAPE,WCOA1K,0.05673456144492237,0.03146964993796717
h_14,trafo,138/34.5 kV Transformador PF Coastal T2,WCOAPE,WCOA2K,0.05673456144492417,0.03146964993796858
h_14,trafo,138/69 kV Transformador ZF Santiago,WZSA1E,WZSA1F,43.75559621271982,60.30581268889279
h_14,trafo,138/69 kV Transformador Bonao 2,WBO21E,WBO21F,72.13481142661907,101.00567396132311
h_14,trafo,13.8/4.16 kV Transformador CE Monción,WZMONK,WCEMOK,39.4882276956596,-1.5786531089566749
h_14,trafo,138/13.8 kV Transformador Monción 2,WMONCE,WMONCK,1.5066669307085385,-0.38104496633139356
h_14,trafo,138/13.8 kV Transformador Monción 1,WMONCE,WMONCK,1.5066669307085385,-0.38104496633139356
h_14,trafo,13.8/4.16 kV Transformador Zona Monción,WMONCK,WZMONK,26.763366352779528,-1.3352051506065825
h_14,trafo,138/13.8 kV Trafo Pimentel Grupo 3,WPIM1E,WPIM3K,3.5598640324027238,0.421692428877289
h_14,trafo,138/13.8 kV Trafo Pimentel Grupo 2,WPIM1E,WPIM2K,3.910198830615872,0.29735190958025554
h_14,trafo,138/13.8 kV Trafo Pimentel Grupo 1,WPIM1E,WPIM1K,3.8963628622888358,0.2421127132103692
h_14,trafo,138/69 kV Transformador 2 Canabacoa,WCAN1E,WCANAF,70.90754299198136,97.06064447271011
h_14,trafo,138/69 kV Transformador Canabacoa,WCAN1E,WXPVOF,6.1894481780848425,12.033883041312604
h_14,trafo,138/69 kV Trafo Puerto Plata 2,WPP21E,WPP21F,55.61734878714287,74.08359500520984
h_14,trafo,138/69 kV Transformador Nagua 2,WNAG2E,WNAG2F,31.319197115037934,21.55797226661085
h_14,trafo,138/13.8 Transformador López Angostura,WLANGE,WLANGK,0.5111663417284225,0.05523837901396197
h_14,trafo,12.47/0.44 kV Transfomador 1 Baiguaque,WBAI2K,WBAI1K,15.067847369789792,0.000181632022194593
h_14,trafo,34.5/12.47 kV Trafo Jánico,WJANIK,WBAI2K,5.526468294396726,-0.29971147149647304
h_14,trafo,138/13.8 kV Transformador Tavera 2,WTAV2E,WTAV2K,0.984051654221187,0.6352327688988154
h_14,trafo,138/13.8 kV Transformador Tavera 1,WTAV2E,WTAV1K,0.3433235079398236,-0.19999764257930688
h_14,trafo,138/34.5 kV Transformador PF SAJOMA,WSAJ1E,WXPFSK,0.0,0.0
h_14,trafo,138/20 kV Trafo Monte Cristi Solar G1,WGUAYE,WPFM1K,0.0,0.0
h_14,trafo,138/20 kV Trafo Monte Cristi Solar G2,WGUAYE,WPFM1K,0.0,0.0
h_14,trafo,138/34.5 kV Transformador Agua Clara,WACLAE,WACLAK,1.6929892844840446,0.052050959847884985
h_14,trafo,138/34.5 kV Transformador Guanillo,WGNLLE,WGNLLK,1.544852199801178,0.05197797341713311
h_14,trafo,138/69 kV Transformador SFM,WSFM1E,WSFMAF,39.31620612141339,54.2631979641088
h_14,trafo,138/34.5 kV Trafo Los Guzmancito,WLGUZE,WLGUZK,0.020970568731971978,0.013809002266910883
h_14,trafo,138/34.5 kV Trafo 2 Guzmancito,WLGUZE,WLGU2K,0.0,0.0
h_14,trafo,138/34.5 kV Transformador MATRISOL,WMAT1E,WXMATK,0.0,0.0
h_14,trafo,138/34.5 kV Transformador PS Esperanza,WESP1E,WXPS1K,0.0,0.0
h_14,trafo,138/13.8 kV Pimentel 4 T1,WPIM1E,WXPI4K,3.595994270162131,0.5801642159501182
h_14,trafo,138/34.5 kV Tavera T1,WTAV2E,WTAVEK,46.235933630658515,6.1494796444202775
h_14,trafo,69/6.9 kV Transformador Los Toros,WLTORF,WLTO1K,15.479385098630313,-1.4997484080650694
h_14,trafo,69/13.8 kV Transformador Sabana Yegua,WSYEGF,WSYEGK,7.697278862566609,0.0017779170494935529
h_14,trafo,69/12.5 kV Transformador Sabaneta,WSABAF,WSABAK,7.1376643054835265,1.0291516158971197
h_14,trafo,69/22 kV Transformador Magueyal,WMAGUF,WMAGUK,10.187636704282433,0.00020757588323878524
h_14,trafo,69/12.5 kV Transformador Las Damas,WLDAMF,WLDAMK,33.19243243775364,3.1100759233741995
h_14,trafo,12.47/4.16 kV Trafo Domingo Rodríguez,WDRODK,WDRODL,6.723057837579867,1.8360491012216e-05
h_14,trafo,69/12.47 kV Trafo Domingo Rodríguez,WDRODF,WDRODK,9.412280972611455,0.0002398380737761843
h_14,trafo,69/34.5 kV Transformador Canoa Solar,WSCANF,WSCANK,0.0,0.0
h_14,trafo,69/12.47 kV Nizao-Najayo T1,WXYAGF,WXNNAK,50.316172434819165,9.213299352002664
h_14,trafo,69/12.47 kV Pizarrete Distribución T1,WPIZDF,WXLANK,55.66053696649287,7.781364346279575
h_14,trafo,69/34.5 kV PF Lucila T1,WLUCIF,WXLUCK,0.23126720241129867,0.011475494960066803
h_14,trafo,138/69 kV Transformador km 15 de Azua,WKQA1E,WKQA1F,36.71275326720102,32.1046504010083
h_14,trafo,138/13.8 kV Transformador Haina TG,WHAINE,WHAIGK,6.905194577528498,0.0013946900293077213
h_14,trafo,138/69 kV Transformador Haina,WHAINE,WHAINF,34.544375594953266,48.04465916026881
h_14,trafo,138/13.8 kV Transformador Valdesia 2,WVALBE,WVAL2K,6.007640316077053,0.0005424588708227081
h_14,trafo,138/13.8 kV Transformador Valdesia 1,WVALBE,WVAL1K,6.007602259812305,0.0005413692736767456
h_14,trafo,138/13.8 kV Transformador Las Barias,WVALBE,WLBARK,7.886698999166357,0.3108576935608767
h_14,trafo,138/13.8 kV Transformado Barahona Carbón,WBCA1E,WBCARK,29.191992286445473,-26.33581436192388
h_14,trafo,138/69 kV Transformador Barahona Carbón,WBCA1E,WXBARF,35.84512712025819,13.79540761939076
h_14,trafo,138/13.8 kV Transformador Jigüey 2,WJIGBE,WJIG2K,4.807822990787628,1.0017169733175175
h_14,trafo,138/13.8 kV Transformador Jigüey 1,WJIGBE,WJIG1K,4.779238758250938,0.9395698068798917
h_14,trafo,138/13.8 kV Transformador Aguacate 2,WAGUBE,WAGU2K,4.483793342504951,0.373111949375287
h_14,trafo,138/13.8 kV Transformador Aguacate 1,WAGUBE,WAGU1K,4.487581297502824,0.34549441626626604
h_14,trafo,138/13.8 kV Transformador Monte Río G3,WMRI2E,WMRI3K,5.947132856614716,0.6157377938513813
h_14,trafo,138/13.8 kV Transformador Monte Río G2,WMRI2E,WMRI2K,0.0,0.0
h_14,trafo,138/13.8 kV Transformador Monte Río G1,WMRI2E,WMRI1K,5.973087644442181,0.7124115197198512
h_14,trafo,138/13.8 kV Transformador Itabo 1,WITA1E,WITA1K,6.0425760197889185,7.273471020712548
h_14,trafo,138/13.8 kV Transformador Itabo 2,WITA1E,WITA2K,3.0556894666710006,0.0009874128773834018
h_14,trafo,138/13.8 kV Transformador San Lorenzo,WITAGE,WSLORK,2.9953154006350498,0.00014355063387708574
h_14,trafo,138/34.5 kV Transformador 1 Los Cocos,WLCOCE,WLCO1K,0.0697045066804204,0.031146559312433826
h_14,trafo,138/34.5 kV Transformador 2 Los Cocos,WLCOCE,WLCO1K,0.0697045066804204,0.031146559312433826
h_14,trafo,138/34.5 kV Transformador 3 Los Cocos,WLCOCE,WLCO1K,0.05370491883420621,0.023937116336082094
h_14,trafo,138/34.5 kV Transformador 4 Los Cocos,WLCOCE,WLCO1K,0.0697045066804204,0.031146559312433826
h_14,trafo,138/13.8 kV Transformador Palomino 1,WPLM1E,WPLM1K,5.722177035876345,0.2769655784351822
h_14,trafo,138/13.8 kV Transformador Palomino 2,WPLM1E,WPLM2K,5.795849455723897,0.4841207327094682
h_14,trafo,154/11 kV Transformador 1 Powership Azua,WPAK2E,WXPA1K,6.488283945498581,0.7539053577340378
h_14,trafo,154/11 kV Transformador 2 Powership Azua,WPAK2E,WXPA2K,6.475103116053678,0.6986640414963261
h_14,trafo,154/15 kV Transformador 1 Powership Azua,WPAK2E,WXPA3K,6.853547675136568,1.0697835221459584
h_14,trafo,138/4.16 kV Transformador 1 Palenque,WPALEE,WPAQ1K,41.99546545791721,10.27645428678542
h_14,trafo,138/4.16 kV Transformador 2 Palenque,WPALEE,WPAQ1K,41.99546545791721,10.27645428678542
h_14,trafo,138/69 kV Transformado Cruce de Cabral 2,WCC21E,WCCA2F,30.186444373755076,22.845327951212703
h_14,trafo,138/69 kV Transformador San Juan 2,WSJU2E,WSJU2F,38.39514157932381,27.794907294149418
h_14,trafo,138/69 kV Transformador 1 Pizarrete,WPIZAE,WXPZ1F,58.94707075944336,89.09184177211186
h_14,trafo,138/34.5 kV Transformador Matafongo,WMTFNE,WMTFNK,29.268414540245647,0.013663407633411319
h_14,trafo,138/34.5 kV Transformador Bayasol,WBAYAE,WBAYAK,0.2948440029074551,0.052861700747972515
h_14,trafo,138/34.5 kV Transformador 1 Girasol,WGIRAE,WGIRAK,6.811589803425494,0.0017399158368437049
h_14,trafo,138/34.5 kV Transformador 2 Girasol,WGIRAE,WGIRAK,6.811589803425494,0.0017399158368437049
h_14,trafo,138/34.5 kV Transformador Santanasol,WSANAE,WSANTK,0.0,0.0
h_14,trafo,138/34.5 kV Transformador PF Calabaza 1,WCALAE,WXCA1K,0.0,0.0
h_14,trafo,138/34.5 kV Transformador Peravia Solar,WPERAE,WPES1K,0.0,0.0
h_14,trafo,138/34.5 kV Transformador Peravia Sola2,WPERAE,WPES2K,0.0,0.0
h_14,trafo,138/69 kV S/E Móvil ETED,WMETEE,WMETEF,55.434426589558505,44.11742511095405
h_14,trafo,154/11 kV Powership Azua KPS56 T1,WPAK2E,WXPA4K,7.518167281550395,0.8998450190046063
h_14,trafo,138/69 kV Transformador Arroyo Hondo,WAHO1E,WAHONF,31.885699196478456,63.26011057902061
h_14,trafo,138/69 kV Transformador Herrera,WHERRE,WXHE1F,56.291262701570766,35.745779154723415
h_14,trafo,138/69 kV Transformador Dajao,WDJAOE,WDJAOF,23.823374235895432,18.02956399665654
h_14,trafo,138/69 kV Transformador Boca Chica,WBCHIE,WBCHIF,62.41116472305889,45.538847743998176
h_14,trafo,138/69 kV Transformador Hainamosa,WHNS1E,WHNS1F,14.193568413557694,20.608202217488174
h_14,trafo,138/69 kV Transformador Villa Duarte,WVDU2E,WVDU1F,30.51821325364323,29.53428806358075
h_14,trafo,138/13.8 kV Transformador Los Mina 6,WLMI6E,WLMI6K,5.4634234054505795,0.0008730830807277463
h_14,trafo,138/13.8 kV Transformador AES Andrés TV,WAANDE,WAANVK,2.7737600990922253,0.00042238661314297635
h_14,trafo,138/19 kV Transformador AES Andrés TG,WAANDE,WAANGK,4.049254349316678,0.0021659724682240324
